num_pairs,maddpg_wins,independent_ddpg_wins,ties,mean_paired_difference,std_paired_difference,total_experiment_seed_runtime_seconds,total_experiment_seed_runtime_minutes
10,7,3,0,0.5664254760742196,1.467863182000502,10858.943104499951,180.98238507499917
