algorithm,num_seeds,final_mean_return,final_std_return,mean_runtime_seconds,std_runtime_seconds,min_runtime_seconds,max_runtime_seconds,total_runtime_seconds,mean_runtime_minutes,total_runtime_minutes
maddpg,10,-19.39620843887329,1.0458299123436046,593.4426407900173,75.18913676784432,394.21632410003804,679.7789880000055,5934.426407900173,9.890710679833623,98.90710679833622
independent_ddpg,10,-19.96263391494751,1.87943809454544,492.45166965997777,41.97253780196003,437.30378680001013,549.3743123998865,4924.516696599778,8.207527827666295,82.07527827666296
