algorithm,training_seed,disturbance_type,disturbance_level,num_episodes,success_rate,mean_episode_return,std_episode_return,mean_final_goal_distance,std_final_goal_distance,mean_episode_length,std_episode_length,mean_payload_stability,std_payload_stability,mean_control_effort,std_control_effort,mean_force_imbalance,std_force_imbalance
independent_ddpg,37,action_deadzone,0.2,20,1.0,11.087283069188924,0.1891108268164188,0.18803072216220956,0.00935842778829023,86.75,54.132269780408684,0.6400341387071551,0.2011108815863504,225.32272282318468,187.5192026406279,0.3604944960232508,0.08381011230255757
independent_ddpg,37,action_deadzone,0.3,20,0.9,9.800394973214077,4.069196561002811,0.42079522660730523,0.7401686216760754,101.7,84.81006643330173,0.6937813372439893,0.3652866711726164,279.4462937679207,299.63058015960047,0.3827583548088424,0.07824837616171479
independent_ddpg,37,observation_noise,0.0,20,0.9,10.047247345497908,3.328326527789457,0.19808607180133883,0.03009787827656757,96.35,75.09171585117551,0.659055352417089,0.22935433394223875,255.30309454047756,243.33735855187004,0.35962207708765304,0.09183859035261595
independent_ddpg,37,observation_noise,0.02,20,0.95,10.474017288014238,2.814435376970318,0.28145148013741206,0.4148872714200038,87.55,57.536693097810016,0.6423987389100633,0.23867592657195819,245.16773849213473,194.4909243032332,0.35104840275237803,0.10015199295436454
independent_ddpg,37,observation_noise,0.05,20,1.0,11.12342809128005,0.019903358090018516,0.186097351426824,0.008294545091006576,67.85,3.2488864489074927,0.5301980805498012,0.07420946856866183,191.1110365347343,9.642977626128117,0.341209611887148,0.10237839390672118
independent_ddpg,37,observation_noise,0.1,20,1.0,11.051441163764911,0.18619733066309885,0.18520013482253267,0.01096936005184597,84.2,53.24877068015156,0.5268578514242793,0.1527283150794564,263.9952184598719,189.6607989335114,0.303744293493868,0.06639897905053033
independent_ddpg,37,observation_noise,0.2,20,1.0,11.05626693223876,0.07977657398550392,0.18774002648688634,0.006874904932751266,77.45,18.952780659756552,0.3340496754769869,0.12164591188336005,256.62952616162715,70.35165278771076,0.30035593848874453,0.05960849488995079
independent_ddpg,41,action_deadzone,0.0,20,1.0,11.138119319064936,0.027240104130897235,0.18082904173335118,0.011628582633650778,58.4,1.6670175069329807,1.0738633048169357,0.11463165094024386,181.68817432254463,11.032726767200156,0.40225049544540054,0.03193206530719415
independent_ddpg,41,action_deadzone,0.05,20,1.0,11.138114048604256,0.027239527308279846,0.18084380223259636,0.011663337720009912,58.4,1.6670175069329807,1.0738019393607665,0.11462827924112731,181.67860106602095,11.017755278188396,0.40219491236676763,0.03189377396123574
independent_ddpg,41,action_deadzone,0.1,20,1.0,11.138140117324292,0.02725592262723824,0.18082686103078466,0.011668413766207808,58.4,1.6670175069329807,1.0737680946124222,0.11469781599951501,181.66950703354104,11.036017514146709,0.40216590643419375,0.03190943441181543
independent_ddpg,41,action_deadzone,0.2,20,1.0,11.138193342624799,0.027191149044345882,0.18083756273965526,0.011771215751354045,58.4,1.6670175069329807,1.0732650105762898,0.11463739236362584,181.60556618984208,10.84085871942713,0.40135250517678067,0.03216623594902657
independent_ddpg,41,action_deadzone,0.3,20,1.0,11.136136202158742,0.02663056004860241,0.1831023821412572,0.01133805615283428,58.35,1.6311119875071343,1.0710034577877514,0.11398772197980611,181.398003308498,10.752952297427731,0.3990376264936413,0.0322168357123197
independent_ddpg,41,observation_noise,0.0,20,1.0,11.138119319064936,0.027240104130897235,0.18082904173335118,0.011628582633650778,58.4,1.6670175069329807,1.0738633048169357,0.11463165094024386,181.68817432254463,11.032726767200156,0.40225049544540054,0.03193206530719415
independent_ddpg,41,observation_noise,0.02,20,1.0,11.127183548278754,0.0293473898882611,0.18362075194686417,0.011092390465571055,58.4,1.4290224851827542,1.068811638128056,0.10945456346658482,189.8321754733892,6.279180247459776,0.39037298724048447,0.030987435690820804
